BOARD;CHANNEL;TIMETAG;ENERGY;ENERGYSHORT;FLAGS
0;0;337185880000;62;39;0x0
0;0;337196500000;49;31;0x0
0;0;337214912000;40;26;0x0
0;0;337217488000;85;50;0x0
0;0;337218672000;64;41;0x0
0;0;337222636000;53;33;0x0
0;0;337223192000;117;34;0x0
0;0;337225596000;30;21;0x0
0;0;337231256000;37;24;0x0
0;0;337233468000;54;33;0x0
0;0;337235784000;89;33;0x0
0;0;337238624000;59;35;0x0
0;0;337239368000;81;51;0x0
0;0;337240416000;46;29;0x0
0;0;337241424000;92;54;0x0
0;0;337242232000;82;51;0x0
0;0;337284752000;71;44;0x0
0;0;337288188000;71;45;0x0
0;0;337288936000;67;41;0x0
0;0;337289924000;52;37;0x0
0;0;337292696000;42;30;0x0
0;0;337293888000;50;32;0x0
0;0;337294456000;59;36;0x0
0;0;337295128000;124;43;0x0
0;0;337296172000;76;50;0x0
0;0;337298416000;66;42;0x0
0;0;337300624000;84;52;0x0
0;0;337303024000;59;24;0x0
0;0;337310992000;44;28;0x0
0;0;337311696000;97;61;0x0
0;0;337317860000;100;33;0x0
0;0;337319716000;54;35;0x0
0;0;337321392000;51;33;0x0
0;0;337322456000;49;32;0x0
0;0;337329704000;98;60;0x0
0;0;337346080000;70;42;0x0
0;0;337357456000;98;30;0x0
0;0;337359512000;34;22;0x0
0;0;337360164000;76;47;0x0
0;0;337360788000;77;48;0x0
0;0;337361376000;55;34;0x0
0;0;337362740000;59;37;0x0
0;0;337363508000;53;35;0x0
0;0;337364856000;58;38;0x0
0;0;337370832000;67;42;0x0
0;0;337374472000;45;29;0x0
0;0;337375472000;41;27;0x0
0;0;337376740000;46;30;0x0
0;0;337378720000;162;49;0x0
0;0;337379920000;126;52;0x0
0;0;337381708000;102;30;0x0
0;0;337382460000;123;37;0x0
0;0;337383488000;98;53;0x0
0;0;337384364000;141;38;0x0
0;0;337385096000;75;46;0x0
0;0;337385836000;205;71;0x0
0;0;337386508000;53;33;0x0
0;0;337387164000;116;52;0x0
0;0;337388156000;38;27;0x0
0;0;337388812000;81;53;0x0
0;0;337389412000;84;53;0x0
0;0;337390248000;173;59;0x0
0;0;337391128000;109;35;0x0
0;0;337392560000;148;55;0x0
0;0;337394460000;80;55;0x0
0;0;337395896000;57;37;0x0
0;0;337397676000;103;25;0x0
0;0;337398328000;63;40;0x0
0;0;337399220000;50;32;0x0
0;0;337400044000;144;36;0x0
0;0;337400820000;216;38;0x0
0;0;337401368000;54;33;0x0
0;0;337402120000;147;40;0x0
0;0;337404700000;34;22;0x0
0;0;337405236000;85;52;0x0
0;0;337406104000;56;37;0x0
0;0;337408808000;65;38;0x0
0;0;337410148000;82;51;0x0
0;0;337413200000;92;57;0x0
0;0;337425848000;40;24;0x0
0;0;337432960000;66;40;0x0
0;0;337436056000;92;23;0x0
0;0;337438316000;121;71;0x0
0;0;337438856000;90;25;0x0
0;0;337439916000;51;32;0x0
0;0;337444040000;69;42;0x0
0;0;337444572000;53;34;0x0
0;0;337447884000;51;33;0x0
0;0;337450004000;65;42;0x0
0;0;337468024000;61;38;0x0
0;0;337471792000;53;35;0x0
0;0;337474324000;39;28;0x0
0;0;337477828000;191;46;0x0
0;0;337479556000;57;36;0x0
0;0;337481472000;46;30;0x0
0;0;337482016000;113;31;0x0
0;0;337482944000;104;28;0x0
0;0;337484940000;118;44;0x0
0;0;337486696000;128;30;0x0
0;0;337487356000;190;21;0x0
0;0;337488268000;48;29;0x0
0;0;337488888000;45;29;0x0
0;0;337489656000;51;33;0x0
0;0;337492596000;41;27;0x0
0;0;337494176000;129;27;0x0
0;0;337495108000;64;40;0x0
0;0;337497296000;66;40;0x0
0;0;337498248000;75;51;0x0
0;0;337498976000;57;36;0x0
0;0;337500184000;77;25;0x0
0;0;337502884000;176;41;0x0
0;0;337503464000;40;27;0x0
0;0;337504012000;159;37;0x0
0;0;337509040000;81;50;0x0
0;0;337510136000;70;43;0x0
0;0;337513776000;40;24;0x0
0;0;337515496000;47;29;0x0
0;0;337524136000;68;42;0x0
0;0;337524752000;118;74;0x0
0;0;337526392000;122;35;0x0
0;0;337528584000;64;38;0x0
0;0;337529296000;148;53;0x0
0;0;337529912000;82;36;0x0
0;0;337532784000;127;30;0x0
0;0;337535888000;50;33;0x0
0;0;337536564000;70;46;0x0
0;0;337537148000;48;30;0x0
0;0;337538444000;69;42;0x0
0;0;337539308000;53;32;0x0
0;0;337539916000;136;33;0x0
0;0;337541484000;147;41;0x0
0;0;337542100000;49;33;0x0
0;0;337544856000;73;46;0x0
0;0;337546548000;76;46;0x0
0;0;337547364000;98;59;0x0
0;0;337549284000;104;64;0x0
0;0;337550600000;74;22;0x0
0;0;337551480000;59;38;0x0
0;0;337563940000;71;44;0x0
0;0;337585328000;67;40;0x0
0;0;337586232000;60;38;0x0
0;0;337586872000;111;64;0x0
0;0;337588832000;42;26;0x0
0;0;337589668000;188;68;0x0
0;0;337595552000;56;38;0x0
0;0;337596700000;67;42;0x0
0;0;337598196000;41;27;0x0
0;0;337601088000;194;43;0x0
0;0;337602296000;91;20;0x0
0;0;337602884000;71;44;0x0
0;0;337604180000;93;58;0x0
0;0;337606272000;76;47;0x0
0;0;337607272000;107;37;0x0
0;0;337608628000;107;22;0x0
0;0;337611976000;132;33;0x0
0;0;337612572000;131;26;0x0
0;0;337614004000;67;42;0x0
0;0;337614704000;68;43;0x0
0;0;337616556000;131;55;0x0
0;0;337618364000;68;44;0x0
0;0;337621076000;60;38;0x0
0;0;337621652000;79;49;0x0
0;0;337622484000;60;38;0x0
0;0;337634724000;60;39;0x0
0;0;337644568000;72;46;0x0
0;0;337647692000;159;53;0x0
0;0;337648320000;155;88;0x0
0;0;337648880000;48;27;0x0
0;0;337649800000;209;62;0x0
0;0;337650600000;56;38;0x0
0;0;337651348000;38;27;0x0
0;0;337652132000;95;38;0x0
0;0;337652804000;91;20;0x0
0;0;337653372000;105;31;0x0
0;0;337653908000;56;46;0x0
0;0;337656260000;123;35;0x0
0;0;337656888000;51;30;0x0
0;0;337661412000;106;61;0x0
0;0;337669460000;53;34;0x0
0;0;337690284000;123;48;0x0
0;0;337691316000;106;60;0x0
0;0;337693260000;65;39;0x0
0;0;337694768000;46;28;0x0
0;0;337696336000;40;28;0x0
0;0;337697116000;67;43;0x0
0;0;337697688000;58;36;0x0
0;0;337698764000;130;46;0x0
0;0;337699340000;72;44;0x0
0;0;337699868000;62;38;0x0
0;0;337700492000;48;32;0x0
0;0;337702272000;61;38;0x0
0;0;337703588000;51;34;0x0
0;0;337704120000;50;31;0x0
0;0;337706800000;90;55;0x0
0;0;337708972000;113;64;0x0
0;0;337722744000;62;42;0x0
0;0;337723532000;73;46;0x0
0;0;337724472000;60;38;0x0
0;0;337725496000;110;37;0x0
0;0;337726240000;79;50;0x0
0;0;337727048000;144;88;0x0
0;0;337727692000;53;34;0x0
0;0;337728756000;92;57;0x0
0;0;337729520000;92;53;0x0
0;0;337730404000;50;36;0x0
0;0;337731284000;131;33;0x0
0;0;337734324000;78;49;0x0
0;0;337735172000;51;34;0x0
0;0;337736224000;79;47;0x0
0;0;337737596000;65;36;0x0
0;0;337738276000;54;35;0x0
0;0;337739196000;75;35;0x0
0;0;337739940000;113;48;0x0
0;0;337740620000;54;35;0x0
0;0;337743992000;85;31;0x0
0;0;337744960000;34;23;0x0
0;0;337745548000;84;53;0x0
0;0;337746696000;119;36;0x0
0;0;337749480000;60;36;0x0
0;0;337756584000;109;69;0x0
0;0;337758796000;83;53;0x0
0;0;337759444000;91;57;0x0
0;0;337761120000;81;52;0x0
0;0;337765124000;60;37;0x0
0;0;337766416000;78;49;0x0
0;0;337768612000;40;25;0x0
0;0;337770324000;90;56;0x0
0;0;337772940000;42;27;0x0
0;0;337775572000;204;45;0x0
0;0;337776428000;35;30;0x0
0;0;337777200000;86;28;0x0
0;0;337777748000;95;59;0x0
0;0;337778416000;78;59;0x0
0;0;337779560000;42;30;0x0
0;0;337780288000;65;24;0x0
0;0;337780884000;55;34;0x0
0;0;337782248000;150;66;0x0
0;0;337782792000;235;143;0x0
0;0;337784180000;73;42;0x0
0;0;337784964000;83;51;0x0
0;0;337786324000;69;41;0x0
0;0;337787668000;57;34;0x0
0;0;337788892000;46;28;0x0
0;0;337789832000;88;54;0x0
0;0;337790996000;47;31;0x0
0;0;337792732000;42;27;0x0
0;0;337795400000;32;21;0x0
0;0;337796184000;77;48;0x0
0;0;337797412000;54;34;0x0
0;0;337802772000;73;43;0x0
0;0;337805564000;45;29;0x0
0;0;337807864000;58;35;0x0
0;0;337810756000;42;28;0x0
0;0;337818300000;51;33;0x0
0;0;337827256000;55;34;0x0
0;0;337828364000;89;27;0x0
0;0;337831068000;229;75;0x0
0;0;337831792000;135;35;0x0
0;0;337832352000;122;46;0x0
0;0;337833260000;138;64;0x0
0;0;337833964000;31;23;0x0
0;0;337834524000;157;36;0x0
0;0;337836012000;57;39;0x0
0;0;337836856000;110;44;0x0
0;0;337837516000;48;34;0x0
0;0;337838068000;63;42;0x0
0;0;337843024000;86;53;0x0
0;0;337845172000;54;33;0x0
0;0;337868688000;65;41;0x0
0;0;337873284000;52;33;0x0
0;0;337886720000;54;36;0x0
0;0;337890272000;60;39;0x0
0;0;337892196000;53;34;0x0
0;0;337893932000;78;51;0x0
0;0;337899564000;72;46;0x0
0;0;337918148000;59;36;0x0
0;0;337923304000;63;38;0x0
0;0;337929444000;52;31;0x0
0;0;337932504000;81;48;0x0
0;0;337933272000;23;23;0x0
0;0;337937012000;68;43;0x0
0;0;337938632000;63;39;0x0
0;0;337939228000;62;41;0x0
0;0;337939824000;153;51;0x0
0;0;337940644000;19;26;0x0
0;0;337942832000;67;43;0x0
0;0;337943396000;39;25;0x0
0;0;337944280000;31;22;0x0
0;0;337945896000;32;24;0x0
0;0;337955920000;63;39;0x0
0;0;337958344000;47;30;0x0
0;0;337975540000;123;34;0x0
0;0;337977688000;61;39;0x0
0;0;337980072000;99;58;0x0
0;0;337981272000;96;31;0x0
0;0;337982732000;55;33;0x0
0;0;337983616000;149;49;0x0
0;0;337985084000;96;59;0x0
0;0;337985852000;125;30;0x0
0;0;337987256000;136;28;0x0
0;0;337989084000;82;52;0x0
0;0;337993260000;154;51;0x0
0;0;337996004000;46;32;0x0
0;0;338003604000;74;47;0x0
0;0;338006072000;50;31;0x0
0;0;338006608000;126;77;0x0
0;0;338017360000;87;54;0x0
0;0;338017932000;53;33;0x0
0;0;338019448000;61;36;0x0
0;0;338020624000;104;60;0x0
0;0;338021780000;71;48;0x0
0;0;338022900000;43;28;0x0
0;0;338024124000;85;54;0x0
0;0;338024752000;83;34;0x0
0;0;338025400000;116;45;0x0
0;0;338026460000;33;22;0x0
0;0;338027104000;49;34;0x0
0;0;338028288000;53;36;0x0
0;0;338029064000;47;37;0x0
0;0;338029968000;46;35;0x0
0;0;338030504000;194;50;0x0
0;0;338031668000;199;47;0x0
0;0;338032244000;81;59;0x0
0;0;338032956000;30;25;0x0
0;0;338033572000;117;32;0x0
0;0;338034148000;118;62;0x0
0;0;338034832000;48;37;0x0
0;0;338035836000;79;52;0x0
0;0;338036448000;50;33;0x0
0;0;338038848000;66;43;0x0
0;0;338039696000;91;52;0x0
0;0;338042012000;86;53;0x0
0;0;338042604000;45;28;0x0
0;0;338043128000;43;29;0x0
0;0;338044128000;40;26;0x0
0;0;338044908000;97;61;0x0
0;0;338046144000;62;38;0x0
0;0;338046968000;68;43;0x0
0;0;338050072000;90;57;0x0
0;0;338055244000;53;33;0x0
0;0;338058016000;50;30;0x0
0;0;338072556000;38;27;0x0
0;0;338073644000;54;32;0x0
0;0;338074444000;158;52;0x0
0;0;338075320000;100;37;0x0
0;0;338075944000;144;58;0x0
0;0;338076500000;168;44;0x0
0;0;338077260000;40;31;0x0
0;0;338077840000;58;43;0x0
0;0;338079568000;327;78;0x0
0;0;338080312000;139;33;0x0
0;0;338081556000;130;34;0x0
0;0;338082828000;158;66;0x0
0;0;338083660000;253;51;0x0
0;0;338084196000;236;43;0x0
0;0;338084720000;79;69;0x0
0;0;338085252000;30;32;0x0
0;0;338086252000;237;54;0x0
0;0;338087456000;64;40;0x0
0;0;338088440000;98;62;0x0
0;0;338089444000;42;27;0x0
0;0;338090180000;102;36;0x0
0;0;338091380000;129;45;0x0
0;0;338092872000;66;39;0x0
0;0;338095896000;61;40;0x0
0;0;338099552000;34;23;0x0
0;0;338100768000;32;22;0x0
0;0;338101932000;73;44;0x0
0;0;338105188000;40;25;0x0
0;0;338109820000;39;27;0x0
0;0;338111608000;42;29;0x0
0;0;338112388000;47;30;0x0
0;0;338114404000;97;38;0x0
0;0;338117760000;113;49;0x0
0;0;338118468000;150;56;0x0
0;0;338119004000;85;51;0x0
0;0;338119604000;34;23;0x0
0;0;338120252000;126;51;0x0
0;0;338120976000;114;46;0x0
0;0;338121916000;75;23;0x0
0;0;338122752000;152;59;0x0
0;0;338123320000;90;61;0x0
0;0;338124060000;16;21;0x0
0;0;338124676000;73;56;0x0
0;0;338125200000;94;48;0x0
0;0;338126408000;76;52;0x0
0;0;338127052000;103;44;0x0
0;0;338127784000;28;23;0x0
0;0;338129476000;29;21;0x0
0;0;338132236000;64;40;0x0
0;0;338133484000;155;40;0x0
0;0;338134036000;86;54;0x0
0;0;338134928000;71;43;0x0
0;0;338136176000;170;73;0x0
0;0;338136964000;120;74;0x0
0;0;338139156000;51;33;0x0
0;0;338140576000;123;42;0x0
0;0;338141784000;89;54;0x0
0;0;338142712000;150;43;0x0
0;0;338143616000;110;41;0x0
0;0;338145400000;129;79;0x0
0;0;338147112000;61;40;0x0
0;0;338147752000;29;22;0x0
0;0;338150132000;32;23;0x0
0;0;338151648000;41;27;0x0
0;0;338154352000;44;29;0x0
0;0;338156076000;44;28;0x0
0;0;338158476000;86;53;0x0
0;0;338160336000;125;79;0x0
0;0;338162232000;190;54;0x0
0;0;338163160000;138;61;0x0
0;0;338163752000;186;56;0x0
0;0;338164304000;188;42;0x0
0;0;338165056000;55;43;0x0
0;0;338165936000;188;34;0x0
0;0;338166512000;97;35;0x0
0;0;338168212000;44;33;0x0
0;0;338168956000;30;21;0x0
0;0;338169564000;55;34;0x0
0;0;338170456000;88;56;0x0
0;0;338173472000;115;32;0x0
0;0;338174320000;47;29;0x0
0;0;338175248000;83;52;0x0
0;0;338177200000;36;26;0x0
0;0;338177780000;93;26;0x0
0;0;338178428000;57;36;0x0
0;0;338179860000;48;30;0x0
0;0;338183696000;65;39;0x0
0;0;338199368000;47;30;0x0
0;0;338200016000;127;45;0x0
0;0;338201172000;39;25;0x0
0;0;338203492000;54;33;0x0
0;0;338204260000;44;30;0x0
0;0;338204808000;93;59;0x0
0;0;338205780000;53;34;0x0
0;0;338206372000;61;39;0x0
0;0;338207364000;193;75;0x0
0;0;338207932000;58;39;0x0
0;0;338208652000;152;44;0x0
0;0;338209356000;158;98;0x0
0;0;338210128000;158;34;0x0
0;0;338210808000;30;24;0x0
0;0;338211424000;90;31;0x0
0;0;338212560000;101;64;0x0
0;0;338213248000;123;73;0x0
0;0;338213916000;54;36;0x0
0;0;338215020000;42;27;0x0
0;0;338216340000;44;28;0x0
0;0;338217484000;98;60;0x0
0;0;338218480000;155;48;0x0
0;0;338223132000;83;50;0x0
0;0;338233484000;46;32;0x0
0;0;338234184000;50;31;0x0
0;0;338234960000;59;36;0x0
0;0;338236936000;74;48;0x0
0;0;338240356000;133;43;0x0
0;0;338244392000;58;37;0x0
0;0;338245356000;143;52;0x0
0;0;338247488000;108;66;0x0
0;0;338248072000;76;45;0x0
0;0;338249120000;140;50;0x0
0;0;338249896000;156;75;0x0
0;0;338251212000;179;46;0x0
0;0;338252408000;73;45;0x0
0;0;338255208000;47;30;0x0
0;0;338257236000;102;61;0x0
0;0;338258872000;97;60;0x0
0;0;338264500000;102;63;0x0
0;0;338274084000;107;33;0x0
0;0;338274680000;102;61;0x0
0;0;338279652000;90;56;0x0
0;0;338280184000;78;50;0x0
0;0;338280872000;53;33;0x0
0;0;338281944000;60;38;0x0
0;0;338283152000;201;50;0x0
0;0;338284064000;80;38;0x0
0;0;338285204000;44;34;0x0
0;0;338285932000;47;34;0x0
0;0;338286556000;43;31;0x0
0;0;338287228000;109;53;0x0
0;0;338288652000;102;47;0x0
0;0;338289552000;108;23;0x0
0;0;338290088000;138;62;0x0
0;0;338290748000;24;28;0x0
0;0;338292028000;26;21;0x0
0;0;338294276000;100;61;0x0
0;0;338297028000;54;32;0x0
0;0;338297892000;82;48;0x0
0;0;338298552000;63;38;0x0
0;0;338299580000;55;36;0x0
0;0;338311212000;65;34;0x0
0;0;338317572000;86;50;0x0
0;0;338318856000;59;41;0x0
0;0;338319504000;46;33;0x0
0;0;338320268000;70;47;0x0
0;0;338320884000;46;32;0x0
0;0;338322248000;118;35;0x0
0;0;338323624000;193;58;0x0
0;0;338324244000;182;62;0x0
0;0;338324908000;72;44;0x0
0;0;338325480000;84;51;0x0
0;0;338327276000;37;28;0x0
0;0;338329400000;95;61;0x0
0;0;338336912000;75;45;0x0
0;0;338337716000;72;45;0x0
0;0;338339944000;98;52;0x0
0;0;338341300000;79;46;0x0
0;0;338342336000;99;32;0x0
0;0;338342952000;136;44;0x0
0;0;338343732000;155;66;0x0
0;0;338344452000;56;35;0x0
0;0;338345424000;71;33;0x0
0;0;338345980000;131;102;0x0
0;0;338346536000;138;63;0x0
0;0;338347068000;299;136;0x0
0;0;338347592000;6;25;0x0
0;0;338348288000;100;46;0x0
0;0;338348924000;16;26;0x0
0;0;338349464000;48;16;0x0
0;0;338350080000;57;32;0x0
0;0;338350608000;41;11;0x0
0;0;338351280000;4095;17;0x80
0;0;338351976000;37;44;0x0
0;0;338352552000;34;38;0x0
0;0;338353380000;57;57;0x0
0;0;338354044000;220;80;0x0
0;0;338355040000;55;33;0x0
0;0;338355888000;89;65;0x0
0;0;338356704000;31;32;0x0
0;0;338357616000;188;87;0x0
0;0;338358864000;78;48;0x0
0;0;338359600000;183;63;0x0
0;0;338360180000;49;31;0x0
0;0;338360812000;245;41;0x0
0;0;338361852000;42;29;0x0
0;0;338362868000;71;46;0x0
0;0;338363596000;107;36;0x0
0;0;338364528000;104;58;0x0
0;0;338365388000;51;32;0x0
0;0;338366376000;131;44;0x0
0;0;338368248000;84;55;0x0
0;0;338368896000;116;44;0x0
0;0;338369940000;70;44;0x0
0;0;338371988000;66;40;0x0
0;0;338373092000;47;29;0x0
0;0;338374152000;67;41;0x0
0;0;338375976000;139;81;0x0
0;0;338377452000;82;51;0x0
0;0;338381556000;51;31;0x0
0;0;338382256000;152;96;0x0
0;0;338383308000;45;27;0x0
0;0;338384808000;50;32;0x0
0;0;338388160000;79;47;0x0
0;0;338388980000;39;25;0x0
0;0;338389708000;99;61;0x0
0;0;338391768000;131;41;0x0
0;0;338392896000;157;36;0x0
0;0;338393984000;117;37;0x0
0;0;338394836000;113;45;0x0
0;0;338395880000;79;50;0x0
0;0;338396484000;352;65;0x0
0;0;338397820000;96;52;0x0
0;0;338399712000;47;29;0x0
0;0;338400536000;40;29;0x0
0;0;338401180000;172;27;0x0
0;0;338401852000;220;103;0x0
0;0;338404772000;115;68;0x0
0;0;338407616000;121;31;0x0
0;0;338411540000;49;30;0x0
0;0;338415796000;51;32;0x0
0;0;338417596000;60;36;0x0
0;0;338418796000;34;22;0x0
0;0;338419656000;112;38;0x0
0;0;338420564000;123;45;0x0
0;0;338421416000;176;54;0x0
0;0;338422400000;181;34;0x0
0;0;338423000000;62;42;0x0
0;0;338423616000;173;27;0x0
0;0;338424856000;45;30;0x0
0;0;338425620000;341;104;0x0
0;0;338426160000;197;104;0x0
0;0;338426836000;4095;1;0x80
0;0;338427412000;4095;14;0x80
0;0;338428004000;4095;2;0x80
0;0;338428532000;68;18;0x0
0;0;338429220000;8;42;0x0
0;0;338430060000;15;28;0x0
0;0;338430592000;151;22;0x0
0;0;338431424000;90;50;0x0
0;0;338432272000;65;38;0x0
0;0;338433016000;67;24;0x0
0;0;338433832000;3;19;0x0
0;0;338434668000;8;18;0x0
0;0;338435432000;181;41;0x0
0;0;338436240000;40;32;0x0
0;0;338437016000;110;46;0x0
0;0;338437620000;27;24;0x0
0;0;338438404000;47;33;0x0
0;0;338438952000;150;96;0x0
0;0;338440072000;48;31;0x0
0;0;338441664000;51;33;0x0
0;0;338443172000;65;42;0x0
0;0;338449172000;158;93;0x0
0;0;338451020000;75;46;0x0
0;0;338452280000;30;23;0x0
0;0;338452988000;35;28;0x0
0;0;338454156000;16;21;0x0
0;0;338455116000;61;45;0x0
0;0;338455844000;86;29;0x0
0;0;338456400000;158;64;0x0
0;0;338456992000;227;59;0x0
0;0;338457704000;350;43;0x0
0;0;338458356000;103;32;0x0
0;0;338458896000;231;59;0x0
0;0;338459820000;254;33;0x0
0;0;338460376000;227;107;0x0
0;0;338461176000;122;34;0x0
0;0;338461920000;87;43;0x0
0;0;338462728000;91;24;0x0
0;0;338463456000;75;26;0x0
0;0;338464176000;35;31;0x0
0;0;338464824000;135;47;0x0
0;0;338466752000;120;31;0x0
0;0;338467480000;109;37;0x0
0;0;338468512000;119;31;0x0
0;0;338469508000;132;39;0x0
0;0;338470160000;105;23;0x0
0;0;338472604000;75;43;0x0
0;0;338485052000;74;47;0x0
0;0;338487200000;56;33;0x0
0;0;338489220000;62;40;0x0
0;0;338490100000;165;59;0x0
0;0;338491668000;178;73;0x0
0;0;338493436000;155;72;0x0
0;0;338494032000;189;100;0x0
0;0;338495360000;88;53;0x0
0;0;338496044000;95;59;0x0
0;0;338496708000;62;41;0x0
0;0;338497644000;157;40;0x0
0;0;338498456000;120;37;0x0
0;0;338499088000;159;58;0x0
0;0;338499652000;222;56;0x0
0;0;338500340000;146;40;0x0
0;0;338501064000;229;30;0x0
0;0;338501872000;27;25;0x0
0;0;338502580000;37;33;0x0
0;0;338503104000;85;56;0x0
0;0;338503824000;35;20;0x0
0;0;338504492000;11;33;0x0
0;0;338505080000;6;32;0x0
0;0;338505744000;4095;18;0x80
0;0;338506392000;171;83;0x0
0;0;338506988000;4095;18;0x80
0;0;338507556000;18;31;0x0
0;0;338508692000;198;38;0x0
0;0;338511260000;116;72;0x0
0;0;338513656000;49;35;0x0
0;0;338515152000;76;45;0x0
0;0;338516124000;93;33;0x0
0;0;338517036000;81;54;0x0
0;0;338517576000;190;75;0x0
0;0;338518788000;120;48;0x0
0;0;338519340000;72;45;0x0
0;0;338521084000;200;69;0x0
0;0;338522804000;150;86;0x0
0;0;338523668000;69;46;0x0
0;0;338524700000;68;43;0x0
0;0;338531356000;50;31;0x0
0;0;338534456000;51;32;0x0
0;0;338537504000;70;43;0x0
0;0;338539644000;69;43;0x0
0;0;338540444000;80;37;0x0
0;0;338541480000;117;43;0x0
0;0;338544260000;56;33;0x0
0;0;338544880000;77;48;0x0
0;0;338545536000;93;55;0x0
0;0;338546356000;79;47;0x0
0;0;338546904000;63;38;0x0
0;0;338547656000;104;45;0x0
0;0;338548504000;125;76;0x0
0;0;338549180000;229;50;0x0
0;0;338549768000;67;37;0x0
0;0;338550308000;248;93;0x0
0;0;338551312000;48;16;0x0
0;0;338551988000;174;28;0x0
0;0;338552664000;159;37;0x0
0;0;338553260000;48;48;0x0
0;0;338554108000;153;49;0x0
0;0;338554736000;39;37;0x0
0;0;338555464000;19;24;0x0
0;0;338556208000;82;49;0x0
0;0;338556744000;258;129;0x0
0;0;338557944000;184;76;0x0
0;0;338559220000;203;38;0x0
0;0;338559836000;53;39;0x0
0;0;338561296000;86;23;0x0
0;0;338562088000;76;47;0x0
0;0;338563044000;31;32;0x0
0;0;338563748000;165;88;0x0
0;0;338564772000;93;42;0x0
0;0;338565644000;96;63;0x0
0;0;338567152000;166;43;0x0
0;0;338567712000;104;29;0x0
0;0;338570596000;55;36;0x0
0;0;338573552000;81;30;0x0
0;0;338574376000;72;48;0x0
0;0;338575900000;118;74;0x0
0;0;338576592000;36;24;0x0
0;0;338577496000;73;47;0x0
0;0;338580380000;36;24;0x0
0;0;338582356000;82;23;0x0
0;0;338582992000;130;35;0x0
0;0;338584480000;62;40;0x0
0;0;338585976000;57;38;0x0
0;0;338586720000;275;88;0x0
0;0;338587484000;154;72;0x0
0;0;338588408000;90;31;0x0
0;0;338589244000;101;70;0x0
0;0;338590236000;265;70;0x0
0;0;338591264000;262;93;0x0
