BOARD;CHANNEL;TIMETAG;ENERGY;ENERGYSHORT;FLAGS
0;0;341083404000;113;69;0x0
0;0;341083932000;206;120;0x0
0;0;341085720000;33;25;0x0
0;0;341087844000;238;55;0x0
0;0;341089196000;92;54;0x0
0;0;341092168000;95;56;0x0
0;0;341093052000;164;98;0x0
0;0;341093948000;75;48;0x0
0;0;341096772000;65;35;0x0
0;0;341098340000;83;50;0x0
0;0;341099520000;137;84;0x0
0;0;341100136000;171;53;0x0
0;0;341100796000;175;104;0x0
0;0;341101428000;158;54;0x0
0;0;341102080000;107;64;0x0
0;0;341102756000;68;42;0x0
0;0;341104320000;135;76;0x0
0;0;341105220000;143;82;0x0
0;0;341106728000;161;95;0x0
0;0;341108068000;100;62;0x0
0;0;341109200000;129;80;0x0
0;0;341110080000;54;33;0x0
0;0;341112156000;160;96;0x0
0;0;341113216000;44;28;0x0
0;0;341115992000;333;143;0x0
0;0;341117260000;163;97;0x0
0;0;341121044000;203;54;0x0
0;0;341121924000;31;25;0x0
0;0;341122644000;77;50;0x0
0;0;341123400000;89;59;0x0
0;0;341124252000;104;68;0x0
0;0;341125260000;51;35;0x0
0;0;341125884000;165;51;0x0
0;0;341126764000;95;57;0x0
0;0;341127440000;47;30;0x0
0;0;341128312000;74;44;0x0
0;0;341130268000;393;92;0x0
0;0;341130964000;309;103;0x0
0;0;341131564000;94;54;0x0
0;0;341132304000;58;37;0x0
0;0;341133340000;53;36;0x0
0;0;341134912000;465;136;0x0
0;0;341135564000;115;71;0x0
0;0;341136352000;156;58;0x0
0;0;341136892000;248;76;0x0
0;0;341137772000;182;60;0x0
0;0;341138388000;241;84;0x0
0;0;341140048000;113;69;0x0
0;0;341140980000;364;168;0x0
0;0;341142292000;100;61;0x0
0;0;341143136000;338;51;0x0
0;0;341143876000;361;58;0x0
0;0;341144408000;184;70;0x0
0;0;341144972000;70;56;0x0
0;0;341145816000;134;70;0x0
0;0;341146784000;660;117;0x0
0;0;341147376000;60;41;0x0
0;0;341148092000;88;41;0x0
0;0;341148740000;74;20;0x0
0;0;341150136000;144;70;0x0
0;0;341150688000;65;52;0x0
0;0;341151416000;90;67;0x0
0;0;341153656000;75;46;0x0
0;0;341154892000;88;55;0x0
0;0;341156384000;73;48;0x0
0;0;341157624000;140;80;0x0
0;0;341158676000;55;35;0x0
0;0;341159320000;540;108;0x0
0;0;341160776000;112;65;0x0
0;0;341162608000;98;60;0x0
0;0;341163488000;87;53;0x0
0;0;341164196000;145;52;0x0
0;0;341164988000;67;43;0x0
0;0;341165532000;216;56;0x0
0;0;341166280000;126;77;0x0
0;0;341167784000;147;44;0x0
0;0;341168392000;172;103;0x0
0;0;341169568000;68;31;0x0
0;0;341171052000;130;77;0x0
0;0;341172240000;140;41;0x0
0;0;341173308000;107;66;0x0
0;0;341173964000;235;141;0x0
0;0;341174492000;188;48;0x0
0;0;341175232000;191;96;0x0
0;0;341176132000;455;80;0x0
0;0;341176740000;67;42;0x0
0;0;341178880000;96;57;0x0
0;0;341179748000;155;94;0x0
0;0;341180536000;107;27;0x0
0;0;341181556000;93;59;0x0
0;0;341182116000;226;87;0x0
0;0;341183084000;159;39;0x0
0;0;341184008000;94;61;0x0
0;0;341185460000;168;100;0x0
0;0;341186192000;258;91;0x0
0;0;341186972000;246;99;0x0
0;0;341187520000;379;31;0x0
0;0;341188220000;70;44;0x0
0;0;341188796000;130;74;0x0
0;0;341189616000;207;45;0x0
0;0;341190220000;184;56;0x0
0;0;341190928000;110;76;0x0
0;0;341191736000;75;50;0x0
0;0;341192304000;100;66;0x0
0;0;341194072000;63;40;0x0
0;0;341194808000;36;26;0x0
0;0;341196724000;238;140;0x0
0;0;341197496000;61;39;0x0
0;0;341198336000;132;79;0x0
0;0;341199756000;51;32;0x0
0;0;341202436000;97;59;0x0
0;0;341203040000;127;68;0x0
0;0;341204232000;137;70;0x0
0;0;341205028000;205;63;0x0
0;0;341206176000;299;179;0x0
0;0;341207232000;158;91;0x0
0;0;341208300000;109;70;0x0
0;0;341209176000;61;40;0x0
0;0;341209812000;91;56;0x0
0;0;341210668000;176;108;0x0
0;0;341212572000;65;41;0x0
0;0;341213932000;91;58;0x0
0;0;341214504000;176;62;0x0
0;0;341215560000;191;117;0x0
0;0;341216444000;75;50;0x0
0;0;341217144000;29;22;0x0
0;0;341218600000;82;50;0x0
0;0;341219372000;135;94;0x0
0;0;341220620000;114;75;0x0
0;0;341221596000;38;29;0x0
0;0;341223516000;35;23;0x0
0;0;341224200000;80;49;0x0
0;0;341226664000;198;40;0x0
0;0;341227232000;84;53;0x0
0;0;341227976000;372;156;0x0
0;0;341228784000;340;96;0x0
0;0;341229432000;122;55;0x0
0;0;341230284000;67;58;0x0
0;0;341231032000;25;30;0x0
0;0;341231568000;36;37;0x0
0;0;341233720000;113;69;0x0
0;0;341235000000;36;26;0x0
0;0;341236116000;148;91;0x0
0;0;341237292000;92;57;0x0
0;0;341241588000;252;102;0x0
0;0;341242560000;240;49;0x0
0;0;341243920000;76;49;0x0
0;0;341246776000;130;76;0x0
0;0;341247876000;100;60;0x0
0;0;341251100000;82;50;0x0
0;0;341252948000;93;56;0x0
0;0;341253964000;88;50;0x0
0;0;341254824000;97;59;0x0
0;0;341256404000;249;140;0x0
0;0;341257792000;151;37;0x0
0;0;341258388000;89;49;0x0
0;0;341259056000;157;95;0x0
0;0;341259860000;70;41;0x0
0;0;341262564000;85;54;0x0
0;0;341265640000;37;25;0x0
0;0;341266256000;132;83;0x0
0;0;341267576000;88;53;0x0
0;0;341268368000;119;69;0x0
0;0;341269140000;148;88;0x0
0;0;341270140000;189;110;0x0
0;0;341270916000;119;74;0x0
0;0;341273044000;184;111;0x0
0;0;341276216000;87;55;0x0
0;0;341277588000;44;28;0x0
0;0;341278660000;162;38;0x0
0;0;341279664000;83;52;0x0
0;0;341281356000;90;28;0x0
0;0;341282296000;99;60;0x0
0;0;341283076000;44;29;0x0
0;0;341285400000;130;79;0x0
0;0;341286348000;74;47;0x0
0;0;341287096000;85;47;0x0
0;0;341287640000;207;59;0x0
0;0;341288580000;105;49;0x0
0;0;341289640000;120;73;0x0
0;0;341290964000;162;93;0x0
0;0;341292560000;121;75;0x0
0;0;341293260000;212;91;0x0
0;0;341294452000;135;84;0x0
0;0;341294980000;50;39;0x0
0;0;341299492000;162;99;0x0
0;0;341300576000;37;24;0x0
0;0;341301376000;121;77;0x0
0;0;341303368000;169;100;0x0
0;0;341304376000;52;32;0x0
0;0;341308728000;91;55;0x0
0;0;341310204000;172;99;0x0
0;0;341313008000;69;41;0x0
0;0;341313708000;176;106;0x0
0;0;341318808000;67;43;0x0
0;0;341320636000;66;42;0x0
0;0;341322252000;115;72;0x0
0;0;341328204000;72;45;0x0
0;0;341329104000;249;120;0x0
0;0;341329920000;86;57;0x0
0;0;341332268000;88;53;0x0
0;0;341334596000;250;67;0x0
0;0;341335348000;120;73;0x0
0;0;341336024000;166;94;0x0
0;0;341336608000;192;80;0x0
0;0;341338284000;56;37;0x0
0;0;341339952000;81;26;0x0
0;0;341341000000;59;39;0x0
0;0;341341812000;82;52;0x0
0;0;341342512000;123;76;0x0
0;0;341343288000;385;135;0x0
0;0;341344312000;224;111;0x0
0;0;341344964000;296;171;0x0
0;0;341345812000;192;115;0x0
0;0;341346364000;79;47;0x0
0;0;341347004000;98;61;0x0
0;0;341347620000;313;185;0x0
0;0;341349748000;126;77;0x0
0;0;341352208000;126;50;0x0
0;0;341352916000;63;38;0x0
0;0;341354676000;101;64;0x0
0;0;341355600000;85;53;0x0
0;0;341357556000;58;36;0x0
0;0;341358448000;136;79;0x0
0;0;341361636000;89;53;0x0
0;0;341363756000;59;40;0x0
0;0;341365592000;382;55;0x0
0;0;341366272000;34;24;0x0
0;0;341367000000;280;77;0x0
0;0;341367976000;162;51;0x0
0;0;341369096000;226;136;0x0
0;0;341369912000;180;62;0x0
0;0;341370632000;124;80;0x0
0;0;341371348000;230;48;0x0
0;0;341372064000;203;132;0x0
0;0;341372768000;279;142;0x0
0;0;341373304000;108;32;0x0
0;0;341374268000;93;60;0x0
0;0;341374828000;51;37;0x0
0;0;341375956000;83;53;0x0
0;0;341376576000;162;74;0x0
0;0;341377608000;208;42;0x0
0;0;341378556000;367;151;0x0
0;0;341379448000;469;51;0x0
0;0;341380036000;196;101;0x0
0;0;341380592000;132;80;0x0
0;0;341381184000;95;24;0x0
0;0;341382140000;38;26;0x0
0;0;341382664000;56;38;0x0
0;0;341383504000;51;37;0x0
0;0;341384148000;183;94;0x0
0;0;341385300000;103;70;0x0
0;0;341386808000;110;65;0x0
0;0;341387740000;151;44;0x0
0;0;341388876000;174;103;0x0
0;0;341389460000;99;63;0x0
0;0;341390380000;111;63;0x0
0;0;341391020000;224;122;0x0
0;0;341392712000;80;52;0x0
0;0;341393804000;72;44;0x0
0;0;341395136000;95;58;0x0
0;0;341396488000;98;60;0x0
0;0;341397812000;42;27;0x0
0;0;341398596000;76;46;0x0
0;0;341400428000;92;54;0x0
0;0;341406264000;149;91;0x0
0;0;341407280000;274;81;0x0
0;0;341410452000;179;57;0x0
0;0;341412496000;201;51;0x0
0;0;341413120000;85;53;0x0
0;0;341414872000;78;47;0x0
0;0;341415952000;79;48;0x0
0;0;341418768000;65;42;0x0
0;0;341419336000;112;67;0x0
0;0;341420284000;148;84;0x0
0;0;341421628000;87;54;0x0
0;0;341423008000;102;63;0x0
0;0;341424248000;101;60;0x0
0;0;341425692000;189;90;0x0
0;0;341426948000;66;40;0x0
0;0;341427844000;94;58;0x0
0;0;341428908000;117;69;0x0
0;0;341432240000;145;89;0x0
0;0;341432908000;182;109;0x0
0;0;341436548000;208;108;0x0
0;0;341437736000;281;68;0x0
0;0;341438792000;118;70;0x0
0;0;341443572000;89;53;0x0
0;0;341444232000;100;61;0x0
0;0;341447484000;213;125;0x0
0;0;341449812000;114;68;0x0
0;0;341450408000;114;71;0x0
0;0;341455108000;101;60;0x0
0;0;341456460000;37;23;0x0
0;0;341459164000;57;34;0x0
0;0;341459984000;84;53;0x0
0;0;341461880000;181;110;0x0
0;0;341462512000;87;53;0x0
0;0;341463112000;46;31;0x0
0;0;341463684000;98;56;0x0
0;0;341464304000;69;47;0x0
0;0;341467228000;78;48;0x0
0;0;341468532000;84;52;0x0
0;0;341469360000;300;49;0x0
0;0;341470688000;68;42;0x0
0;0;341473164000;230;129;0x0
0;0;341473764000;347;141;0x0
0;0;341476176000;254;142;0x0
0;0;341477220000;163;42;0x0
0;0;341478124000;77;51;0x0
0;0;341479572000;95;60;0x0
0;0;341482444000;151;58;0x0
0;0;341483052000;109;65;0x0
0;0;341483604000;91;52;0x0
0;0;341485732000;163;96;0x0
0;0;341486704000;106;60;0x0
0;0;341487316000;245;68;0x0
0;0;341488200000;101;60;0x0
0;0;341489080000;120;73;0x0
0;0;341490352000;98;65;0x0
0;0;341491888000;204;117;0x0
0;0;341494228000;255;46;0x0
0;0;341495420000;79;49;0x0
0;0;341497024000;213;130;0x0
0;0;341497620000;58;39;0x0
0;0;341499040000;113;70;0x0
0;0;341499692000;83;49;0x0
0;0;341500540000;292;135;0x0
0;0;341501092000;72;46;0x0
0;0;341501952000;113;70;0x0
0;0;341503116000;217;44;0x0
0;0;341503920000;77;49;0x0
0;0;341505192000;141;79;0x0
0;0;341506532000;68;43;0x0
0;0;341507396000;329;184;0x0
0;0;341508112000;269;118;0x0
0;0;341508928000;52;36;0x0
0;0;341509488000;105;65;0x0
0;0;341510888000;126;35;0x0
0;0;341514564000;113;67;0x0
0;0;341515208000;124;74;0x0
0;0;341515924000;151;86;0x0
0;0;341517108000;220;131;0x0
0;0;341519116000;156;82;0x0
0;0;341520024000;33;22;0x0
0;0;341520572000;180;103;0x0
0;0;341521920000;117;69;0x0
0;0;341526904000;107;63;0x0
0;0;341530456000;146;44;0x0
0;0;341531172000;142;92;0x0
0;0;341531832000;176;107;0x0
0;0;341532428000;131;81;0x0
0;0;341533064000;146;91;0x0
0;0;341534892000;178;110;0x0
0;0;341536188000;79;51;0x0
0;0;341538104000;131;76;0x0
0;0;341541332000;112;65;0x0
0;0;341541880000;43;26;0x0
0;0;341542848000;69;43;0x0
0;0;341545340000;62;40;0x0
0;0;341546188000;109;66;0x0
0;0;341546996000;44;28;0x0
0;0;341548996000;44;29;0x0
0;0;341550608000;131;79;0x0
0;0;341554304000;130;79;0x0
0;0;341554932000;61;40;0x0
0;0;341558120000;48;34;0x0
0;0;341561140000;48;30;0x0
0;0;341562368000;292;87;0x0
0;0;341563720000;136;82;0x0
0;0;341564748000;63;37;0x0
0;0;341567700000;213;115;0x0
0;0;341568500000;88;56;0x0
0;0;341569164000;100;31;0x0
0;0;341570568000;71;44;0x0
0;0;341572728000;134;83;0x0
0;0;341573680000;182;110;0x0
0;0;341575344000;161;49;0x0
0;0;341576880000;109;26;0x0
0;0;341577464000;79;51;0x0
0;0;341579312000;98;62;0x0
0;0;341582424000;105;64;0x0
0;0;341583036000;55;36;0x0
0;0;341583712000;54;36;0x0
0;0;341584340000;117;69;0x0
0;0;341585524000;88;55;0x0
0;0;341587220000;168;104;0x0
0;0;341588140000;65;38;0x0
0;0;341590332000;159;92;0x0
0;0;341591636000;62;39;0x0
0;0;341593572000;90;55;0x0
0;0;341594832000;62;41;0x0
0;0;341595412000;409;189;0x0
0;0;341596380000;37;24;0x0
0;0;341597824000;109;66;0x0
0;0;341599004000;186;110;0x0
0;0;341599944000;225;85;0x0
0;0;341601412000;72;46;0x0
0;0;341601996000;57;36;0x0
0;0;341603096000;57;36;0x0
0;0;341604620000;170;64;0x0
0;0;341605520000;68;41;0x0
0;0;341606752000;54;34;0x0
0;0;341608196000;42;27;0x0
0;0;341609460000;212;109;0x0
0;0;341610716000;78;48;0x0
0;0;341611900000;123;72;0x0
0;0;341613412000;215;90;0x0
0;0;341613936000;377;142;0x0
0;0;341614728000;37;26;0x0
0;0;341615432000;35;26;0x0
0;0;341616808000;132;61;0x0
0;0;341617396000;76;49;0x0
0;0;341618076000;103;65;0x0
0;0;341618716000;180;30;0x0
0;0;341620536000;155;100;0x0
0;0;341621208000;107;21;0x0
0;0;341622560000;70;43;0x0
0;0;341623152000;124;70;0x0
0;0;341627832000;89;54;0x0
0;0;341629012000;164;98;0x0
0;0;341629536000;31;22;0x0
0;0;341632088000;82;50;0x0
0;0;341634128000;135;83;0x0
0;0;341635700000;238;86;0x0
0;0;341638468000;136;79;0x0
0;0;341640064000;91;55;0x0
0;0;341640944000;112;67;0x0
0;0;341643736000;147;88;0x0
0;0;341644336000;94;57;0x0
0;0;341645436000;149;39;0x0
0;0;341646320000;203;118;0x0
0;0;341647648000;135;80;0x0
0;0;341650904000;96;56;0x0
0;0;341651468000;193;98;0x0
0;0;341653052000;119;73;0x0
0;0;341655108000;290;143;0x0
0;0;341657204000;164;95;0x0
0;0;341658272000;115;47;0x0
0;0;341660496000;111;66;0x0
0;0;341661848000;70;44;0x0
0;0;341667100000;98;57;0x0
0;0;341668864000;80;50;0x0
0;0;341677088000;59;37;0x0
0;0;341679756000;83;49;0x0
0;0;341680728000;166;95;0x0
0;0;341681976000;218;124;0x0
0;0;341687068000;64;39;0x0
0;0;341689660000;81;48;0x0
0;0;341690836000;76;45;0x0
0;0;341691568000;125;73;0x0
0;0;341693812000;73;46;0x0
0;0;341694420000;78;47;0x0
0;0;341696932000;41;27;0x0
0;0;341698960000;47;31;0x0
0;0;341699940000;111;65;0x0
0;0;341705176000;142;86;0x0
0;0;341705712000;116;71;0x0
0;0;341706320000;59;37;0x0
0;0;341708916000;102;44;0x0
0;0;341712684000;215;122;0x0
0;0;341715300000;76;47;0x0
0;0;341719048000;172;103;0x0
0;0;341721040000;140;82;0x0
0;0;341722368000;216;76;0x0
0;0;341723112000;247;136;0x0
0;0;341724716000;116;67;0x0
0;0;341725732000;78;44;0x0
0;0;341728404000;232;131;0x0
0;0;341730484000;148;87;0x0
0;0;341734880000;118;74;0x0
0;0;341738624000;104;63;0x0
0;0;341741500000;131;76;0x0
0;0;341742384000;275;88;0x0
0;0;341743388000;90;56;0x0
0;0;341746108000;61;38;0x0
0;0;341747560000;97;58;0x0
0;0;341749172000;54;34;0x0
0;0;341753600000;38;24;0x0
0;0;341754156000;128;79;0x0
0;0;341754736000;57;34;0x0
0;0;341755432000;99;59;0x0
0;0;341756208000;87;54;0x0
0;0;341757620000;83;47;0x0
0;0;341758352000;229;130;0x0
0;0;341759164000;99;59;0x0
0;0;341761244000;104;65;0x0
0;0;341762224000;118;69;0x0
0;0;341763584000;75;47;0x0
0;0;341768348000;73;45;0x0
0;0;341770084000;169;100;0x0
0;0;341770828000;201;122;0x0
0;0;341772816000;116;38;0x0
0;0;341773428000;34;26;0x0
0;0;341776392000;139;80;0x0
0;0;341779864000;96;59;0x0
0;0;341781908000;84;50;0x0
0;0;341783320000;62;39;0x0
0;0;341785292000;92;57;0x0
0;0;341792212000;163;57;0x0
0;0;341793700000;76;47;0x0
0;0;341796196000;158;95;0x0
0;0;341798596000;88;55;0x0
0;0;341799328000;187;45;0x0
0;0;341804768000;53;35;0x0
0;0;341811600000;138;80;0x0
0;0;341818396000;149;57;0x0
0;0;341819452000;31;21;0x0
0;0;341820748000;62;39;0x0
0;0;341821364000;159;92;0x0
0;0;341822432000;161;97;0x0
0;0;341824636000;182;59;0x0
0;0;341825964000;17;18;0x0
0;0;341828152000;62;37;0x0
0;0;341829384000;93;52;0x0
0;0;341832360000;221;64;0x0
0;0;341833604000;78;46;0x0
0;0;341834428000;195;47;0x0
0;0;341845376000;210;128;0x0
0;0;341849816000;96;59;0x0
0;0;341859616000;73;45;0x0
0;0;341860468000;49;30;0x0
0;0;341862044000;144;84;0x0
0;0;341865740000;69;44;0x0
0;0;341866532000;105;60;0x0
0;0;341869132000;119;73;0x0
0;0;341869996000;75;47;0x0
0;0;341871548000;151;54;0x0
0;0;341872876000;100;60;0x0
0;0;341873708000;165;95;0x0
0;0;341875416000;206;120;0x0
0;0;341876040000;83;48;0x0
0;0;341877088000;323;179;0x0
0;0;341878596000;113;65;0x0
0;0;341879352000;72;44;0x0
0;0;341879912000;87;52;0x0
0;0;341880516000;47;30;0x0
0;0;341881528000;95;58;0x0
0;0;341882988000;78;48;0x0
0;0;341883804000;68;41;0x0
0;0;341884380000;84;51;0x0
0;0;341884960000;155;92;0x0
0;0;341886992000;74;47;0x0
0;0;341893144000;71;44;0x0
0;0;341894676000;171;107;0x0
0;0;341898712000;47;31;0x0
0;0;341899348000;74;42;0x0
0;0;341899984000;113;63;0x0
0;0;341902724000;154;45;0x0
0;0;341903864000;205;71;0x0
0;0;341906540000;175;51;0x0
0;0;341907556000;63;39;0x0
0;0;341909788000;164;95;0x0
0;0;341911088000;153;95;0x0
0;0;341917584000;67;42;0x0
0;0;341918772000;76;48;0x0
0;0;341929692000;110;69;0x0
0;0;341931852000;43;28;0x0
0;0;341934396000;68;41;0x0
0;0;341939936000;53;33;0x0
0;0;341941096000;194;117;0x0
0;0;341952752000;103;65;0x0
0;0;341957084000;158;97;0x0
0;0;341958364000;78;47;0x0
0;0;341964076000;345;196;0x0
0;0;341965368000;85;50;0x0
0;0;341966824000;43;28;0x0
0;0;341975748000;73;42;0x0
0;0;341976744000;80;49;0x0
0;0;341978344000;106;62;0x0
0;0;341981844000;79;47;0x0
0;0;341985072000;91;57;0x0
0;0;341985712000;62;38;0x0
0;0;341988684000;90;56;0x0
0;0;341989756000;68;40;0x0
0;0;341990712000;63;38;0x0
0;0;341992048000;194;72;0x0
0;0;341993620000;159;94;0x0
0;0;341999432000;60;37;0x0
0;0;342007788000;90;53;0x0
0;0;342010320000;144;44;0x0
0;0;342012304000;90;56;0x0
0;0;342014880000;170;99;0x0
0;0;342019852000;92;56;0x0
0;0;342025768000;136;79;0x0
0;0;342027528000;113;70;0x0
0;0;342028372000;86;52;0x0
0;0;342029168000;113;69;0x0
0;0;342031776000;145;85;0x0
0;0;342032592000;60;36;0x0
0;0;342033576000;21;25;0x0
0;0;342038944000;212;68;0x0
0;0;342043492000;113;61;0x0
0;0;342045252000;83;49;0x0
0;0;342046044000;136;78;0x0
0;0;342046936000;143;84;0x0
0;0;342049312000;86;51;0x0
0;0;342050656000;41;25;0x0
0;0;342051876000;57;35;0x0
0;0;342053940000;85;29;0x0
0;0;342074484000;325;86;0x0
0;0;342075736000;97;57;0x0
0;0;342078312000;77;45;0x0
0;0;342080012000;56;36;0x0
0;0;342092024000;110;65;0x0
0;0;342094196000;139;40;0x0
0;0;342096104000;114;70;0x0
0;0;342108568000;93;57;0x0
0;0;342129380000;82;49;0x0
0;0;342140888000;164;97;0x0
0;0;342149532000;110;63;0x0
0;0;342151052000;108;68;0x0
0;0;342157672000;270;39;0x0
0;0;342160540000;67;40;0x0
0;0;342167188000;68;41;0x0
0;0;342168568000;116;51;0x0
0;0;342175560000;66;41;0x0
0;0;342179968000;99;59;0x0
0;0;342181692000;192;64;0x0
0;0;342183984000;57;35;0x0
0;0;342200280000;97;57;0x0
0;0;342202492000;90;55;0x0
0;0;342204836000;48;31;0x0
0;0;342205944000;66;39;0x0
0;0;342217428000;34;23;0x0
0;0;342227736000;123;72;0x0
0;0;342232672000;116;72;0x0
0;0;342233564000;110;65;0x0
0;0;342235124000;139;82;0x0
0;0;342238016000;152;92;0x0
0;0;342240944000;54;33;0x0
0;0;342248604000;92;55;0x0
0;0;342263372000;59;36;0x0
0;0;342264452000;103;62;0x0
0;0;342266004000;88;51;0x0
0;0;342279000000;148;92;0x0
0;0;342280516000;142;85;0x0
0;0;342284004000;64;40;0x0
0;0;342285584000;132;80;0x0
0;0;342286264000;106;82;0x0
0;0;342286952000;0;21;0x0
0;0;342289368000;70;42;0x0
0;0;342291572000;72;43;0x0
0;0;342293532000;116;73;0x0
0;0;342294424000;42;28;0x0
0;0;342296576000;104;65;0x0
0;0;342298868000;179;105;0x0
0;0;342299728000;81;49;0x0
0;0;342301440000;80;49;0x0
0;0;342307608000;99;62;0x0
0;0;342312352000;129;78;0x0
0;0;342317352000;183;84;0x0
0;0;342339708000;77;48;0x0
0;0;342342560000;50;32;0x0
0;0;342343420000;94;59;0x0
0;0;342352464000;37;25;0x0
0;0;342360564000;42;29;0x0
0;0;342376480000;91;53;0x0
0;0;342384332000;445;258;0x0
0;0;342385816000;159;92;0x0
0;0;342394916000;70;41;0x0
0;0;342396600000;49;31;0x0
0;0;342407136000;66;42;0x0
0;0;342422836000;83;50;0x0
0;0;342423840000;71;44;0x0
0;0;342429064000;34;21;0x0
0;0;342437760000;76;44;0x0
0;0;342438632000;55;36;0x0
0;0;342440096000;120;70;0x0
0;0;342453652000;92;52;0x0
0;0;342468448000;76;47;0x0
0;0;342469444000;141;87;0x0
0;0;342496460000;68;42;0x0
0;0;342497224000;108;64;0x0
0;0;342507068000;89;54;0x0
0;0;342511680000;95;58;0x0
0;0;342520880000;67;41;0x0
0;0;342528572000;50;31;0x0
0;0;342530808000;115;73;0x0
0;0;342546892000;120;73;0x0
0;0;342556168000;116;67;0x0
0;0;342575528000;152;89;0x0
0;0;342577176000;73;45;0x0
0;0;342636152000;75;45;0x0
0;0;342646504000;114;70;0x0
0;0;342724204000;111;67;0x0
0;0;342731116000;35;23;0x0
0;0;342778092000;143;88;0x0
0;0;342798348000;58;37;0x0
0;0;342801460000;91;57;0x0
0;0;342804272000;50;33;0x0
0;0;342829332000;75;47;0x0
0;0;342842996000;37;24;0x0
0;0;342924080000;113;66;0x0
0;0;342926424000;64;39;0x0
0;0;342935368000;55;33;0x0
0;0;342937864000;54;34;0x0
0;0;342967440000;142;85;0x0
0;0;342985180000;111;69;0x0
0;0;343006832000;49;31;0x0
0;0;343069356000;146;54;0x0
0;0;343075496000;114;70;0x0
0;0;343086536000;226;130;0x0
0;0;343096036000;102;64;0x0
0;0;343106884000;62;38;0x0
0;0;343116224000;135;82;0x0
0;0;343145552000;330;182;0x0
0;0;343151096000;53;33;0x0
0;0;343159624000;98;61;0x0
0;0;343215760000;104;66;0x0
0;0;343240812000;131;80;0x0
0;0;343269624000;37;26;0x0
0;0;343316600000;129;79;0x0
0;0;343321660000;48;31;0x0
0;0;343323448000;94;57;0x0
0;0;343350760000;39;24;0x0
0;0;343359796000;62;38;0x0
0;0;343414688000;75;45;0x0
0;0;343424396000;77;47;0x0
0;0;343448312000;48;31;0x0
0;0;343475648000;86;55;0x0
0;0;343531280000;57;34;0x0
0;0;343566508000;122;75;0x0
0;0;343583332000;54;38;0x0
0;0;343612784000;120;70;0x0
0;0;343639720000;88;54;0x0
0;0;343647752000;158;99;0x0
0;0;343700664000;41;28;0x0
0;0;343711308000;101;60;0x0
0;0;343711832000;70;43;0x0
0;0;343724444000;70;46;0x0
0;0;343778608000;217;130;0x0
0;0;343832588000;34;24;0x0
0;0;343833672000;69;42;0x0
0;0;343910468000;82;52;0x0
0;0;343914580000;176;102;0x0
0;0;343958084000;42;27;0x0
0;0;344025744000;105;60;0x0
0;0;344030312000;135;81;0x0
0;0;344047736000;239;36;0x0
0;0;344048856000;104;62;0x0
0;0;344076016000;101;62;0x0
0;0;344091316000;68;43;0x0
0;0;344094696000;223;125;0x0
0;0;344108480000;163;96;0x0
0;0;344122588000;78;47;0x0
0;0;344149204000;168;104;0x0
0;0;344166288000;123;78;0x0
0;0;344183036000;131;79;0x0
0;0;344184596000;153;88;0x0
0;0;344197464000;353;210;0x0
0;0;344235408000;85;52;0x0
0;0;344243860000;85;53;0x0
0;0;344261116000;133;80;0x0
0;0;344321368000;139;80;0x0
0;0;344354992000;87;56;0x0
0;0;344395384000;91;56;0x0
0;0;344427404000;53;34;0x0
0;0;344438016000;206;115;0x0
0;0;344506796000;67;42;0x0
0;0;344561104000;279;156;0x0
0;0;344564636000;64;39;0x0
0;0;344609860000;209;119;0x0
0;0;344636452000;95;59;0x0
0;0;344642728000;82;53;0x0
0;0;344643792000;52;32;0x0
0;0;344645688000;66;42;0x0
0;0;344702716000;47;30;0x0
0;0;344721520000;71;43;0x0
0;0;344730108000;95;55;0x0
0;0;344730760000;125;73;0x0
0;0;344750988000;182;112;0x0
0;0;344751676000;61;36;0x0
0;0;344778504000;67;40;0x0
0;0;344788740000;89;51;0x0
0;0;344801984000;83;48;0x0
0;0;344810724000;137;84;0x0
0;0;344811336000;38;25;0x0
0;0;344829560000;76;46;0x0
0;0;344837904000;112;68;0x0
0;0;344839312000;146;87;0x0
0;0;344873024000;46;31;0x0
0;0;344878960000;85;53;0x0
0;0;344887564000;61;38;0x0
0;0;344896196000;39;26;0x0
0;0;344896788000;92;56;0x0
0;0;344905364000;62;35;0x0
0;0;344926032000;92;56;0x0
0;0;344937304000;83;52;0x0
0;0;344946676000;71;42;0x0
0;0;344952136000;60;37;0x0
0;0;344955492000;77;49;0x0
0;0;344957560000;110;65;0x0
0;0;344959516000;71;44;0x0
0;0;344961180000;52;31;0x0
0;0;344964840000;59;37;0x0
0;0;344982688000;61;38;0x0
0;0;344991096000;62;39;0x0
0;0;344997616000;47;28;0x0
0;0;345008100000;88;55;0x0
0;0;345009080000;94;59;0x0
0;0;345019976000;42;27;0x0
0;0;345021408000;72;47;0x0
0;0;345022956000;58;36;0x0
0;0;345025012000;55;35;0x0
0;0;345027540000;95;58;0x0
0;0;345033552000;79;49;0x0
0;0;345035944000;39;25;0x0
0;0;345043696000;51;32;0x0
0;0;345050868000;84;50;0x0
0;0;345059696000;107;63;0x0
0;0;345060448000;54;32;0x0
0;0;345063324000;61;37;0x0
0;0;345064744000;85;50;0x0
0;0;345065808000;93;54;0x0
0;0;345072920000;211;67;0x0
0;0;345085776000;170;100;0x0
0;0;345095808000;61;40;0x0
0;0;345097076000;44;28;0x0
0;0;345110180000;43;29;0x0
0;0;345125532000;99;66;0x0
